"draw_no","draw_date","num1","num2","num3","num4","num5","num6","bonus","first_winner_count","first_prize_amount","first_total_amount","second_winner_count","second_prize_amount","third_winner_count","third_prize_amount","total_sales_amount"
"775","2017-10-07","11","12","29","33","38","42","17","5","3470437650","17352188250","37","78163011","1719","1682392","70795452000"
"776","2017-10-14","8","9","18","21","28","40","20","7","2557579393","17903055751","50","59676853","2001","1491176","74826082000"
"777","2017-10-21","6","12","17","21","34","37","18","21","833468036","17502828756","66","44199063","2413","1208926","75534360000"
"778","2017-10-28","6","21","35","36","37","41","11","3","6264069500","18792208500","67","46746788","1731","1809379","75075606000"
"779","2017-11-04","6","12","19","24","34","41","4","11","1527709296","16804802256","66","42436370","2503","1118978","73773676000"
"780","2017-11-11","15","17","19","21","27","45","16","11","1667520137","18342721507","45","67936006","1681","1818632","74232084000"
"781","2017-11-18","11","16","18","19","24","39","43","9","1882891542","16946023878","52","54314180","1967","1435861","72483157000"
"782","2017-11-25","6","18","31","34","38","45","20","9","1946487625","17518388625","49","59586356","2047","1426347","72253973000"
"783","2017-12-02","14","15","16","17","38","45","36","4","4603964625","18415858500","36","85258605","1869","1642221","73525256000"
"784","2017-12-09","3","10","23","24","31","39","22","9","1908678000","17178102000","51","56137589","2257","1268506","74311382000"
"785","2017-12-16","4","6","15","25","26","33","40","6","2886622688","17319736128","55","52484049","1972","1463805","72974563000"
"786","2017-12-23","12","15","16","20","24","30","38","4","4551365250","18205461000","96","31606704","2064","1470080","75930156000"
"787","2017-12-30","5","6","13","16","27","28","9","6","3092108313","18552649878","51","60629575","2339","1321979","79593923000"
"788","2018-01-06","2","10","11","19","35","39","29","13","1401475154","18219177002","70","43378993","2257","1345384","78121882000"
"789","2018-01-13","2","6","7","12","19","45","38","15","1140976825","17114652375","70","40749173","2437","1170473","76136603000"
"790","2018-01-20","3","8","19","27","30","41","12","16","1160516274","18568260384","59","52452713","2417","1280394","78978881000"
"791","2018-01-27","2","10","12","31","33","42","32","14","1253081893","17543146502","38","76943625","2410","1213219","74205844000"
"792","2018-02-03","2","7","19","25","29","36","16","7","2655736768","18590157376","65","47667071","1958","1582411","76339003000"
"793","2018-02-10","10","15","21","35","38","43","31","5","3750146775","18750733875","61","51231514","2043","1529674","76177477000"
"794","2018-02-17","6","7","18","19","30","38","13","7","2650940304","18556582128","45","68728082","2607","1186331","79941579000"
"795","2018-02-24","3","10","13","26","34","38","36","11","1714977000","18864747000","62","50711686","2423","1297617","79661342000"
"796","2018-03-03","1","21","26","36","40","41","5","7","2763490340","19344432380","46","70088524","1921","1678331","77685943000"
"797","2018-03-10","5","22","31","32","39","45","36","8","2397028125","19176225000","34","94001103","1868","1710941","77339940000"
"798","2018-03-17","2","10","14","22","32","36","41","7","2710791911","18975543377","60","52709843","2124","1488979","77038759000"
"799","2018-03-24","12","17","23","34","42","45","33","10","1826427225","18264272250","56","54357954","2242","1357737","76708986000"
"800","2018-03-31","1","4","10","12","28","45","26","11","1632246205","17954708255","51","58675518","2179","1373315","76994062000"
"801","2018-04-07","17","25","28","37","43","44","2","8","2256786657","18054293256","51","59000959","1999","1505278","74034792000"
"802","2018-04-14","10","11","12","18","24","42","27","16","1082947993","17327167888","67","43102408","2207","1308501","75146781000"
"803","2018-04-21","5","9","14","26","30","43","2","5","3663810225","18319051125","50","61063504","2094","1458059","75670793000"
"804","2018-04-28","1","10","13","26","32","36","9","11","1631996523","17951961753","49","61061095","2048","1460935","74557028000"
"805","2018-05-05","3","12","13","18","31","32","42","4","4266061969","17064247876","53","53661157","2075","1370623","73065981000"
"806","2018-05-12","14","20","23","31","37","38","27","7","2640760875","18485326125","57","54050662","1850","1665345","74030583000"
"807","2018-05-19","6","10","18","25","34","35","33","7","2437662322","17063636254","59","48202363","2319","1226365","73831580000"
"808","2018-05-26","15","21","31","32","41","43","24","6","3087620500","18525723000","46","67122185","1962","1573711","74911438000"
"809","2018-06-02","6","11","15","17","23","40","39","6","2921372750","17528236500","56","52167371","2179","1340695","74214104000"
"810","2018-06-09","5","10","13","21","39","43","11","8","2231598047","17852784376","64","46491626","2053","1449325","74388355000"
"811","2018-06-16","8","11","19","21","36","45","25","7","2524148197","17669037379","49","60098767","2151","1369057","74570813000"
"812","2018-06-23","1","3","12","14","16","43","10","6","2947954750","17687728500","68","43352276","1976","1491880","74147816000"
"813","2018-06-30","11","30","34","35","42","44","27","4","4591763157","18367052628","43","71190127","1800","1700654","73394947000"
"814","2018-07-07","2","21","28","38","42","45","30","6","3067192063","18403152378","52","58984463","1833","1673319","74316543000"
"815","2018-07-14","17","21","25","26","27","36","4","7","2579855358","18058987506","39","77175161","1703","1767371","73416400000"
"816","2018-07-21","12","18","19","29","31","39","7","8","2128107938","17024863504","67","42350407","2064","1374747","72397826000"
"817","2018-07-28","3","9","12","13","25","43","34","9","1868477334","16816296006","54","51902149","2068","1355279","72552766000"
"818","2018-08-04","14","15","25","28","29","30","3","13","1380804318","17950456134","39","76711351","1845","1621541","71793353000"
"819","2018-08-11","16","25","33","38","40","45","15","7","2594534840","18161743880","49","61774640","1981","1527995","74578907000"
"820","2018-08-18","10","21","22","30","35","42","6","4","4627313532","18509254128","60","51414595","1987","1552530","75744571000"
"821","2018-08-25","1","12","13","24","29","44","16","14","1316155956","18426183384","55","55836920","2100","1462396","76118239000"
"822","2018-09-01","9","18","20","24","27","36","12","3","5930898625","17792695875","79","37537334","2153","1377357","75681739000"
"823","2018-09-08","12","18","24","26","39","40","15","9","2009843917","18088595253","61","49422392","2348","1283972","77400124000"
"824","2018-09-15","7","9","24","29","34","38","26","15","1256646550","18849698250","51","61600322","2106","1491746","78257422000"
"825","2018-09-22","8","15","21","31","33","38","42","12","1658710563","19904526756","53","62592852","2249","1475065","82890578000"
"826","2018-09-29","13","16","24","25","33","36","42","9","2075192084","18676728756","47","66229535","2232","1394619","78218740000"
"827","2018-10-06","5","11","12","29","33","44","14","15","1206500375","18097505625","46","65570673","2113","1427474","76490125000"
"828","2018-10-13","4","7","13","29","31","39","18","13","1455185972","18917417636","62","50853274","1968","1602085","77552827000"
"829","2018-10-20","4","5","31","35","43","45","29","8","2444650641","19557205128","45","72434094","1837","1774379","77998807000"
"830","2018-10-27","5","6","16","18","37","38","17","9","2060528750","18544758750","80","38634915","2142","1442948","77714000000"
"831","2018-11-03","3","10","16","19","31","39","9","16","1110702258","17771236128","61","48555290","2660","1113486","77622753000"
"832","2018-11-10","13","14","19","26","40","43","30","9","2088204584","18793841256","60","52205115","2137","1465750","77411900000"
"833","2018-11-17","12","18","30","39","41","42","19","8","2356317282","18850538256","53","59278423","1945","1615299","77738402000"
"834","2018-11-24","6","8","18","35","42","43","3","11","1690693671","18597630381","47","65949044","1967","1575804","75941791000"
"835","2018-12-01","9","10","13","28","38","45","35","15","1233681125","18505216875","58","53175911","2306","1337469","77694435000"
"836","2018-12-08","1","9","11","14","26","28","19","14","1257843670","17609811380","62","47338203","2230","1316130","74536697000"
"837","2018-12-15","2","25","28","30","33","45","6","6","3144449125","18866694750","47","66903173","2012","1562848","76614176000"
"838","2018-12-22","9","14","17","33","36","38","20","5","3813733050","19068665250","68","46736925","2220","1431582","79414484000"
"839","2018-12-29","3","9","11","12","13","19","35","13","1359454904","17672913752","48","61364284","2664","1105663","79219710000"
"840","2019-01-05","2","4","11","28","29","43","27","10","2042961788","20429617880","51","66763458","2275","1496676","84057771000"
"841","2019-01-12","5","11","14","30","33","38","24","17","1116095714","18973627138","88","35934900","2490","1269989","81580789000"
"842","2019-01-19","14","26","32","36","39","42","38","10","2035475025","20354750250","42","80772819","2039","1663786","81957444000"
"843","2019-01-26","19","21","30","33","34","42","4","5","4012970100","20064850500","52","64310419","2002","1670401","81857498000"
"844","2019-02-02","7","8","13","15","33","45","18","18","1162963542","20933343756","73","47793023","2406","1450080","87805610000"
"845","2019-02-09","1","16","29","33","40","45","6","11","1891217182","20803389002","56","61914849","2038","1701292","83884034000"
"846","2019-02-16","5","18","30","41","43","45","13","13","1596884395","20759497135","69","50143713","1997","1732557","83936839000"
"847","2019-02-23","12","16","26","28","30","42","22","8","2520846657","20166773256","40","84028222","2443","1375821","83782512000"
"848","2019-03-02","1","2","16","22","38","39","34","7","3011580858","21081066006","42","83655024","2109","1665961","84523266000"
"849","2019-03-09","5","13","17","29","34","39","3","17","1158252883","19690299011","56","58602081","2682","1223608","82333674000"
"850","2019-03-16","16","20","24","28","36","39","5","6","3377587875","20265527250","55","61410689","2023","1669594","81474176000"
"851","2019-03-23","14","18","22","26","31","44","40","8","2483692313","19869538504","70","47308425","2101","1576197","81099116000"
"852","2019-03-30","11","17","28","30","33","35","9","4","4801543407","19206173628","67","47776552","2328","1375013","81470793000"
"853","2019-04-06","2","8","23","26","27","44","13","7","2885006786","20195047502","90","37398237","2018","1667910","82244370000"
"854","2019-04-13","20","25","31","32","36","43","3","6","3421706750","20530240500","44","77766063","1865","1834696","81823338000"
"855","2019-04-20","8","15","17","19","43","44","7","9","2269510500","20425594500","61","55807636","2022","1683614","82374732000"
"856","2019-04-27","10","24","40","41","43","44","17","5","3977927550","19889637750","53","62546031","1949","1700842","80496424000"
"857","2019-05-04","6","10","16","28","34","38","43","15","1284915425","19273731375","62","51811106","2367","1357114","80933117000"
"858","2019-05-11","9","13","32","38","39","43","23","9","2202347459","19821127131","41","80573688","2075","1592059","81366889000"
"859","2019-05-18","8","22","35","38","39","41","24","11","1853927489","20393202379","51","66644453","1895","1793598","80944223000"
"860","2019-05-25","4","8","18","25","27","32","42","10","1879899825","18798998250","62","50534942","2339","1339533","81846672000"
"861","2019-06-01","11","17","19","21","22","25","24","4","4872108844","19488435376","65","49970348","2256","1439749","81032551000"
"862","2019-06-08","10","34","38","40","42","43","32","9","2190922709","19718304381","63","52164827","2042","1609395","80609005000"
"863","2019-06-15","16","21","28","35","39","43","12","7","2853357322","19973501254","64","52014327","2042","1630224","81288540000"
"864","2019-06-22","3","7","10","13","25","36","32","11","1716553637","18882090007","64","49172110","2467","1275645","82220290000"
"865","2019-06-29","3","15","22","32","33","45","2","13","1551729145","20172478885","52","64655382","2076","1619499","81748217000"
"866","2019-07-06","9","15","29","34","37","39","12","9","2240409000","20163681000","68","49420787","2035","1651408","81961886000"
"867","2019-07-13","14","17","19","22","24","40","41","5","3933755250","19668776250","57","57511042","2175","1507186","81607190000"
"868","2019-07-20","12","17","28","41","43","44","25","6","3233804250","19402825500","61","53013185","2152","1502698","80549078000"
"869","2019-07-27","2","6","20","27","37","39","4","10","1922582588","19225825880","56","57219720","2210","1449912","80268389000"
"870","2019-08-03","21","25","30","32","40","42","31","10","1928842988","19288429880","48","66973715","2033","1581279","78688663000"
"871","2019-08-10","2","6","12","26","30","34","38","7","2718071358","19026499506","61","51984972","2231","1421374","79527502000"
"872","2019-08-17","2","4","30","32","33","43","29","16","1262705579","20203289264","46","73200324","2018","1668591","81002518000"
"873","2019-08-24","3","5","12","13","33","39","38","10","1874553225","18745532250","68","45944932","2375","1315476","82375586000"
"874","2019-08-31","1","15","19","23","28","42","32","18","1117123917","20108230506","68","49284879","2240","1496149","82990138000"
"875","2019-09-07","19","22","30","34","39","44","36","14","1415946724","19823254136","33","100117446","2278","1450341","80635281000"
"876","2019-09-14","5","16","21","26","34","42","24","19","1090657856","20722499264","59","58538134","2427","1423054","85088368000"
"877","2019-09-21","5","17","18","22","23","43","12","12","1716607188","20599286256","75","45776192","2167","1584317","84584730000"
"878","2019-09-28","2","6","11","16","25","31","3","6","3207993500","19247961000","69","46492660","2971","1079769","84183676000"
"879","2019-10-05","1","4","10","14","15","35","20","6","3206361313","19238167878","77","41641057","2594","1236069","83174251000"
"880","2019-10-12","7","17","19","23","24","45","38","7","2837810465","19864673255","52","63668825","2332","1419717","83862502000"
"881","2019-10-19","4","18","20","26","27","32","9","8","2503212282","20025698256","67","49815170","2189","1524722","84495552000"
"882","2019-10-26","18","34","39","43","44","45","23","5","4127270400","20636352000","44","78168000","2082","1651966","84351602000"
"883","2019-11-02","9","18","32","33","37","44","22","15","1360519525","20407792875","65","52327675","2538","1340150","85624171000"
"884","2019-11-09","4","14","23","28","37","45","17","12","1799077282","21588927384","74","48623711","2207","1630338","86554613000"
"885","2019-11-16","1","3","24","27","39","45","31","13","1543832568","20069823384","56","59731618","2279","1467737","83396319000"
"886","2019-11-23","19","23","28","37","42","45","2","7","2974643786","20822506502","59","58820640","2140","1621691","84186094000"
"887","2019-11-30","8","14","17","27","36","45","10","8","2535268688","20282149504","66","51217550","2388","1415561","84416872000"
"888","2019-12-07","3","7","12","31","34","38","32","8","2370359204","18962873632","59","53567440","2453","1288414","82777313000"
"889","2019-12-14","3","13","29","38","39","42","26","10","2108986950","21089869500","60","58582971","2338","1503413","86734222000"
"890","2019-12-21","1","4","14","18","29","37","6","9","2335486167","21019375503","58","60400505","2376","1474424","86693498000"
"891","2019-12-28","9","13","28","31","39","41","19","7","3082673947","21578717629","77","46707182","2443","1472147","89742677000"
"892","2020-01-04","4","9","17","18","26","42","36","17","1282017464","21794296888","78","46569011","2709","1340858","93091115000"
"893","2020-01-11","1","15","17","23","25","41","10","9","2377433625","21396902625","58","61485353","2113","1687720","87661567000"
"894","2020-01-18","19","32","37","40","41","43","45","9","2377935959","21401423631","56","63694714","2331","1530204","88465183000"
"895","2020-01-25","16","26","31","38","39","41","23","12","1928079219","23136950628","58","66485491","2750","1402240","96962255000"
"896","2020-02-01","5","12","25","26","38","45","23","7","3053222036","21372554252","46","77436791","2586","1377453","90461998000"
"897","2020-02-08","6","7","12","22","26","36","29","13","1619922520","21058992760","62","56610196","2398","1463650","88231474000"
"898","2020-02-15","18","21","28","35","37","42","17","8","2639313235","21114505880","56","62840792","3240","1086138","90067839000"
"899","2020-02-22","8","19","20","21","33","39","37","6","3359356063","20156136378","53","63384077","2402","1398567","85877347000"
"900","2020-02-29","7","13","16","18","35","38","14","6","3349851375","20099108250","51","65683361","2385","1404550","83639372000"
"901","2020-03-07","5","18","20","23","30","34","21","9","2267974667","20411772003","67","50775553","2308","1473987","84783962000"
"902","2020-03-14","7","19","23","24","36","39","30","13","1619317529","21051127877","67","52365990","2372","1479141","87501981000"
"903","2020-03-21","2","15","16","21","22","28","45","13","1684582212","21899568756","49","74488330","2316","1575963","88625160000"
"904","2020-03-28","2","6","8","26","43","45","11","8","2718077813","21744622504","92","39392433","2337","1550751","88938220000"
"905","2020-04-04","3","4","16","27","38","40","20","7","3017862536","21125037752","77","45725190","2643","1332138","90357634000"
"906","2020-04-11","2","5","14","28","31","32","20","9","2472607250","22253465250","63","58871602","2369","1565602","90948274000"
"907","2020-04-18","21","27","29","38","40","44","37","7","3165059036","22155413252","67","55112969","2300","1605465","89331282000"
"908","2020-04-25","3","16","21","22","23","44","30","8","2834856141","22678849128","57","66312425","2161","1749102","89923601000"
"909","2020-05-02","7","24","29","30","34","35","33","11","2021062875","22231691625","63","58814000","2316","1599863","89543261000"
"910","2020-05-09","1","11","17","27","35","39","31","21","941316375","19767643875","72","45758435","2694","1222943","86308857000"
"911","2020-05-16","4","5","12","14","32","42","35","10","2113538625","21135386250","58","60733869","2571","1370115","89332410000"
"912","2020-05-23","5","8","18","21","22","38","10","14","1493500581","20909008134","70","49783353","2547","1368212","88599155000"
"913","2020-05-30","6","14","16","21","27","37","40","16","1338755602","21420089632","66","54091136","2467","1447108","89336949000"
"914","2020-06-06","16","19","24","33","42","44","27","11","1950005557","21450061127","55","65000186","2585","1382983","89558503000"
"915","2020-06-13","2","6","11","13","22","37","14","6","3518640500","21111843000","63","55851437","2436","1444434","87862418000"
"916","2020-06-20","6","21","22","32","35","36","17","11","2025384341","22279227751","70","53045781","2184","1700186","89133044000"
"917","2020-06-27","1","3","23","24","27","43","34","10","2144799638","21447996380","47","76056725","2260","1581711","88950867000"
"918","2020-07-04","7","11","12","31","33","38","5","18","1117622646","20117207628","86","38986837","2718","1233580","89200857000"
"919","2020-07-11","9","14","17","18","42","44","35","5","4305150450","21525752250","56","64064739","2541","1411896","90218056000"
"920","2020-07-18","2","3","26","33","34","43","29","7","3120260197","21841821379","53","68684973","2348","1550385","89805177000"
"921","2020-07-25","5","7","12","22","28","41","1","17","1232573405","20953747885","72","48504047","2682","1302123","89888341000"
"922","2020-08-01","2","6","13","17","27","43","36","6","3417904500","20507427000","89","38403422","2876","1188423","89266682000"
"923","2020-08-08","3","17","18","23","36","41","26","8","2667554625","21340437000","56","63513206","2376","1496945","87867402000"
"924","2020-08-15","3","11","34","42","43","44","13","9","2382430667","21441876003","69","51791972","2198","1625863","87708256000"
"925","2020-08-22","13","24","32","34","39","42","4","12","1771080532","21252966384","68","52090604","2335","1516986","87901067000"
"926","2020-08-29","10","16","18","20","25","31","6","10","2032490663","20324906630","72","47048395","2923","1158907","88372251000"
"927","2020-09-05","4","15","22","38","41","43","26","6","3714203875","22285223250","63","58955618","2331","1593396","91067752000"
"928","2020-09-12","3","4","10","20","28","44","30","7","3134591358","21942139506","81","45148436","2639","1385761","90818982000"
"929","2020-09-19","7","9","12","15","19","23","4","16","1308035157","20928562512","91","38330701","3028","1151947","92344620000"
"930","2020-09-26","8","21","25","38","39","44","28","8","2832418829","22659350632","55","68664699","2776","1360432","94518415000"
"931","2020-10-03","14","15","23","25","35","43","32","8","2957108063","23656864504","54","73015014","2596","1518803","95695802000"
"932","2020-10-10","1","6","15","36","37","38","5","7","3390022983","23730160881","64","61797294","2420","1634309","96049289000"
"933","2020-10-17","23","27","29","31","36","45","37","8","2927797079","23422376632","63","61963960","2215","1762407","93484851000"
"934","2020-10-24","1","3","30","33","36","39","12","4","5765772844","23063091376","66","58240130","2359","1629440","93028347000"
"935","2020-10-31","4","10","20","32","38","44","18","13","1711055424","22243720512","120","30894057","2933","1263992","93934898000"
"936","2020-11-07","7","11","13","17","18","29","43","14","1492069179","20888968506","77","45214218","2864","1215606","92246146000"
"937","2020-11-14","2","10","13","22","29","40","26","11","2058420819","22642629009","57","66206518","2480","1521683","93720454000"
"938","2020-11-21","4","8","10","16","31","36","9","10","2249466563","22494665630","64","58579859","2531","1481277","93452425000"
"939","2020-11-28","4","11","28","39","42","45","6","13","1708363039","22208719507","67","55245571","2682","1380110","93340002000"
"940","2020-12-05","3","15","20","22","24","41","11","8","2846071079","22768568632","51","74407088","2329","1629353","93920183000"
"941","2020-12-12","12","14","25","27","39","40","35","16","1347297422","21556758752","87","41296473","3275","1097037","94867600000"
"942","2020-12-19","10","12","18","35","42","43","39","6","3761680313","22570081878","52","72340007","2473","1521101","92731965000"
"943","2020-12-26","1","8","13","36","44","45","39","7","3435045108","24045315756","74","54156117","2722","1472283","100081432000"
"944","2021-01-02","2","13","16","19","32","33","42","13","1961836356","25503872628","79","53805639","3057","1390464","107181377000"
"945","2021-01-09","9","10","15","30","33","37","26","13","1765554491","22952208383","71","53878424","2490","1536293","94837109000"
"946","2021-01-16","9","18","19","30","34","40","20","11","2157656182","23734218002","71","55714127","2949","1341371","99380178000"
"947","2021-01-23","3","8","17","20","27","35","26","18","1275855750","22965403500","58","65992539","3182","1202881","99449916000"
"948","2021-01-30","13","18","30","31","38","41","5","11","2188548716","24074035876","90","44581548","2905","1381184","100519459000"
"949","2021-02-06","14","21","35","36","40","44","30","10","2458569713","24585697130","65","63040250","2594","1579652","100518909000"
"950","2021-02-13","3","4","15","22","28","40","10","8","3281920500","26255364000","67","65311851","2886","1516249","108870714000"
"951","2021-02-20","2","12","30","31","39","43","38","14","1747552661","24465737254","72","56633652","2907","1402692","102937006000"
"952","2021-02-27","4","12","22","24","33","41","38","9","2713699834","24423298506","93","43769353","3039","1339438","102355646000"
"953","2021-03-06","7","9","22","27","37","42","34","14","1640636009","22968904126","102","37530890","3273","1169616","99180891000"
"954","2021-03-13","1","9","26","28","30","41","32","10","2478795900","24787959000","64","64551977","2657","1554884","101455314000"
"955","2021-03-20","4","9","23","26","29","33","8","12","2023170188","24278042256","71","56990710","2650","1526921","99784736000"
"956","2021-03-27","10","11","20","21","25","41","40","11","2022982671","22252809381","136","27270600","3053","1214806","97065255000"
"957","2021-04-03","4","15","24","35","36","40","1","11","2126634137","23392975507","61","63915234","2835","1375249","96654698000"
"958","2021-04-10","2","9","10","16","35","37","1","15","1596119675","23941795125","67","59556705","2470","1615506","98635947000"
"959","2021-04-17","1","14","15","24","40","41","35","8","3015312891","24122503128","75","53605563","2502","1606882","97435835000"
"960","2021-04-24","2","18","24","30","32","45","14","10","2401133213","24011332130","56","71462298","2569","1557762","98784879000"
"961","2021-05-01","11","20","29","31","33","42","43","9","2575231209","23177080881","73","52915710","2716","1422256","97153309000"
"962","2021-05-08","1","18","28","31","34","43","40","12","1940906094","23290873128","73","53175510","2581","1503996","95956365000"
"963","2021-05-15","6","12","19","23","34","42","35","15","1476478125","22147171875","68","54282285","3137","1176665","95452215000"
"964","2021-05-22","6","21","36","38","39","43","30","10","2345861063","23458610630","52","75187855","2447","1597781","95549895000"
"965","2021-05-29","2","13","25","28","29","36","34","7","3403348929","23823442503","46","86316821","2389","1662024","96174650000"
"966","2021-06-05","1","21","25","29","34","37","36","10","2411303513","24113035130","50","80376784","2352","1708691","95640447000"
"967","2021-06-12","1","6","13","37","38","40","9","4","5809776094","23239104376","69","56133103","2475","1564923","94515565000"
"968","2021-06-19","2","5","12","14","24","39","33","13","1667729683","21680485879","97","37251694","3116","1159633","95924229000"
"969","2021-06-26","3","9","10","29","40","45","7","20","1149427894","22988557880","56","68418328","2633","1455157","96728751000"
"970","2021-07-03","9","11","16","21","28","36","5","14","1611544045","22561616630","87","43221488","2479","1516850","93268371000"
"971","2021-07-10","2","6","17","18","21","26","7","6","3725880250","22355281500","62","60094843","2685","1387665","94471924000"
"972","2021-07-17","3","6","17","23","37","39","26","20","1124886244","22497724880","80","46870261","2570","1458997","93916813000"
"973","2021-07-24","22","26","31","37","41","42","24","8","2912742750","23301942000","42","92468024","2257","1720717","93953872000"
"974","2021-07-31","1","2","11","16","39","44","32","17","1317034523","22389586891","66","56539361","2636","1415629","94146055000"
"975","2021-08-07","7","8","9","17","22","24","5","9","2440410375","21963693375","61","60010092","2828","1294419","94253719000"
"976","2021-08-14","4","12","14","25","35","37","2","7","3243867215","22707070505","69","54847997","3085","1226747","97492178000"
"977","2021-08-21","2","9","10","14","22","44","16","14","1669905911","23378682754","82","47517648","2474","1574959","95895844000"
"978","2021-08-28","1","7","15","32","34","42","8","10","2373391388","23733913880","70","56509319","2826","1399736","98855197000"
"979","2021-09-04","7","11","16","21","27","33","24","14","1606400518","22489607252","79","47446429","3414","1097911","99507886000"
"980","2021-09-11","3","13","16","23","24","35","14","7","3409443215","23866102505","70","56824054","2819","1411027","99593380000"
"981","2021-09-18","27","36","37","41","43","45","32","13","1992863193","25907221509","65","66428774","2824","1528991","105645424000"
"982","2021-09-25","5","7","13","20","21","44","33","8","3023630672","24189045376","81","49771699","2931","1375472","101344251000"
"983","2021-10-02","13","23","26","31","35","43","15","10","2503422225","25034222250","78","53491928","2640","1580444","101899006000"
"984","2021-10-09","3","10","23","35","36","37","18","7","3453006268","24171043876","64","62945427","2596","1551814","98762367000"
"985","2021-10-16","17","21","23","30","34","44","19","10","2434752975","24347529750","62","65450349","2581","1572229","98811446000"
"986","2021-10-23","7","10","16","28","41","42","40","10","2375275125","23752751250","70","56554170","2793","1417398","99041240000"
"987","2021-10-30","2","4","15","23","29","38","7","10","2378711625","23787116250","73","54308485","2968","1335755","100269530000"
"988","2021-11-06","2","13","20","30","31","41","27","9","2678489375","24106404375","61","65864493","2663","1508725","98606195000"
"989","2021-11-13","17","18","21","27","29","33","26","4","5826768563","23307074252","63","61658927","2444","1589408","96525658000"
"990","2021-11-20","2","4","25","26","36","37","28","14","1740095277","24361333878","56","72503970","2858","1420652","99567047000"
"991","2021-11-27","13","18","25","31","33","44","38","8","2904166032","23233328256","110","35202013","2969","1304218","98026282000"
"992","2021-12-04","12","20","26","33","44","45","24","12","1986955563","23843466756","58","68515710","2373","1674636","97066498000"
"993","2021-12-11","6","14","16","18","24","42","44","6","3991197063","23947182378","70","57017101","2732","1460907","99323653000"
"994","2021-12-18","1","3","8","24","27","35","28","12","1861582063","22338984756","70","53188059","2803","1328279","95530936000"
"995","2021-12-25","1","4","13","29","38","39","7","7","3447271875","24130903125","69","58287206","2793","1439964","100878455000"
"996","2022-01-01","6","11","15","24","32","39","28","18","1491185771","26841343878","86","52018109","3313","1350305","112624327000"
"997","2022-01-08","4","7","14","16","24","44","20","19","1253749560","23821241640","85","46708317","3692","1075354","102431961000"
"998","2022-01-15","13","17","18","20","42","45","41","12","2076499657","24917995884","53","78358478","2648","1568354","101681869000"
"999","2022-01-22","1","3","9","14","18","28","34","16","1513274790","24212396640","67","60229843","2943","1371186","102581351000"
"1000","2022-01-29","2","8","19","22","32","42","39","22","1246819620","27430031640","109","41941945","4018","1137798","118628811000"
"1001","2022-02-05","6","10","12","14","20","42","15","12","2077279594","24927355128","66","62947867","2761","1504730","103967487000"
"1002","2022-02-12","17","25","33","35","38","45","15","8","3088449563","24707596504","85","48446268","3193","1289676","105795484000"
"1003","2022-02-19","1","4","29","39","43","45","31","14","1811116822","25355635508","66","64029383","2649","1595297","103479378000"
"1004","2022-02-26","7","15","30","37","39","44","18","10","2576251913","25762519130","68","63143430","2785","1541743","106112471000"
"1005","2022-03-05","8","13","18","24","27","29","17","12","2061199344","24734392128","84","49076175","2798","1473338","103755249000"
"1006","2022-03-12","8","11","15","16","17","37","36","9","2855602125","25700419125","65","65898511","2487","1722318","104542431000"
"1007","2022-03-19","8","11","16","19","21","25","40","9","2718786375","24469077375","70","58259709","2844","1433960","101530003000"
"1008","2022-03-26","9","11","30","31","41","44","33","11","2267377910","24941157010","97","42854222","2826","1470935","103727042000"
"1009","2022-04-02","15","23","29","34","40","44","20","15","1702462825","25536942375","69","61683436","2632","1617081","103771363000"
"1010","2022-04-09","9","12","15","25","34","36","3","8","3119380079","24955040632","66","63017780","2781","1495568","103011505000"
"1011","2022-04-16","1","9","12","26","35","38","42","11","2220348512","24423833632","76","53561039","2818","1444514","101799373000"
"1012","2022-04-23","5","11","18","20","35","45","3","13","1861944318","24205276134","76","53081746","2882","1399797","101948323000"
"1013","2022-04-30","21","22","26","34","36","41","32","5","5047570725","25237853625","79","53244417","2586","1626570","101747653000"
"1014","2022-05-07","3","11","14","18","26","27","21","10","2410449338","24104493380","69","58223414","2849","1410115","102396369000"
"1015","2022-05-14","14","23","31","33","37","40","44","8","3051105610","24408844880","102","39883734","2880","1412549","102562683000"
"1016","2022-05-21","15","26","28","34","41","42","44","11","2260660671","24867267381","68","60949185","2686","1543018","101583153000"
"1017","2022-05-28","12","18","22","23","30","34","32","7","3517684822","24623793754","70","58628081","2596","1580881","101382790000"
"1018","2022-06-04","3","19","21","25","37","45","35","2","12361744688","24723489376","62","66460993","2693","1530109","101151805000"
"1019","2022-06-11","1","4","13","17","34","39","6","50","438565140","21928257000","75","48729460","5823","627634","102804882000"
"1020","2022-06-18","12","27","29","38","41","45","6","13","1966431520","25563609760","77","55332489","2817","1512461","104996396000"
"1021","2022-06-25","12","15","17","24","29","45","16","12","2108962250","25307547000","56","75320081","2461","1713907","101960162000"
"1022","2022-07-02","5","6","11","29","42","45","28","5","4866468075","24332340375","63","64371271","2580","1571857","99233031000"
"1023","2022-07-09","10","14","16","18","29","35","25","9","2745677875","24711100875","72","57201623","2506","1643463","100399659000"
"1024","2022-07-16","9","18","20","22","38","44","10","8","3020323500","24162588000","63","63922191","2616","1539411","100081038000"
"1025","2022-07-23","8","9","20","25","29","33","7","4","6118853344","24475413376","69","59119356","2671","1527232","101318529000"
"1026","2022-07-30","5","12","13","31","32","41","34","15","1619118475","24286777125","76","53260477","2786","1452907","101556379000"
